data;

/*Turnos*/
set S :=
    N E D L
    ;

/*Turnos Noturnos*/
param isNightS :=
    N  1
    E  0
    D  0
    L  0
    ;

/*Contratos*/
set C :=
    C0 C1 C2
    ;

param nWE := 
     C2   4
     C1   4
     C0   4
    ;

/*Enfermeiros*/
set N :=
    N0 N1 N2 N3 N4 N5 N6 N7 N8 N9
    ;

/*Turnos compatíveis com a enfermeira*/
set NS[N3] :=
    L D E N
    ;

set NS[N2] :=
    L D E N
    ;

set NS[N1] :=
    L D E N
    ;

set NS[N0] :=
    L D E N
    ;

set NS[N7] :=
    L D E N
    ;

set NS[N6] :=
    L D E N
    ;

set NS[N5] :=
    L D E N
    ;

set NS[N4] :=
    L D E N
    ;

set NS[N9] :=
    L D E N
    ;

set NS[N8] :=
    L D E N
    ;

/*Dias requisitados para não trabalhar*/
param nx :=
    [N3,L,6]    0
    [N3,D,6]    0
    [N3,E,6]    0
    [N3,N,6]    0
    [N3,L,9]    5
    [N3,D,9]    5
    [N3,E,9]    5
    [N3,N,9]    5
    [N3,L,4]    0
    [N3,D,4]    0
    [N3,E,4]    0
    [N3,N,4]    0
    [N3,L,5]    5
    [N3,D,5]    5
    [N3,E,5]    5
    [N3,N,5]    5
    [N3,L,1]    0
    [N3,D,1]    0
    [N3,E,1]    0
    [N3,N,1]    0
    [N3,L,3]    0
    [N3,D,3]    0
    [N3,E,3]    0
    [N3,N,3]    0
    [N3,L,26]    0
    [N3,D,26]    0
    [N3,E,26]    0
    [N3,N,26]    0
    [N3,L,10]    0
    [N3,D,10]    0
    [N3,E,10]    0
    [N3,N,10]    0
    [N3,L,28]    5
    [N3,D,28]    5
    [N3,E,28]    5
    [N3,N,28]    5
    [N3,L,7]    0
    [N3,D,7]    0
    [N3,E,7]    0
    [N3,N,7]    0
    [N3,L,2]    5
    [N3,D,2]    5
    [N3,E,2]    5
    [N3,N,2]    5
    [N3,L,25]    5
    [N3,D,25]    5
    [N3,E,25]    5
    [N3,N,25]    5
    [N3,L,16]    5
    [N3,D,16]    8
    [N3,E,16]    5
    [N3,N,16]    5
    [N3,L,23]    5
    [N3,D,23]    5
    [N3,E,23]    8
    [N3,N,23]    5
    [N3,L,8]    0
    [N3,D,8]    0
    [N3,E,8]    0
    [N3,N,8]    0
    [N3,L,18]    5
    [N3,D,18]    5
    [N3,E,18]    5
    [N3,N,18]    5
    [N3,L,21]    5
    [N3,D,21]    5
    [N3,E,21]    5
    [N3,N,21]    5
    [N3,L,14]    5
    [N3,D,14]    5
    [N3,E,14]    5
    [N3,N,14]    5
    [N2,L,17]    0
    [N2,D,17]    0
    [N2,E,17]    0
    [N2,N,17]    3
    [N2,L,23]    0
    [N2,D,23]    0
    [N2,E,23]    0
    [N2,N,23]    0
    [N2,L,14]    0
    [N2,D,14]    0
    [N2,E,14]    0
    [N2,N,14]    0
    [N2,L,22]    0
    [N2,D,22]    0
    [N2,E,22]    0
    [N2,N,22]    0
    [N2,L,15]    0
    [N2,D,15]    0
    [N2,E,15]    3
    [N2,N,15]    0
    [N2,L,2]    0
    [N2,D,2]    0
    [N2,E,2]    0
    [N2,N,2]    0
    [N2,L,8]    0
    [N2,D,8]    0
    [N2,E,8]    0
    [N2,N,8]    0
    [N2,L,6]    0
    [N2,D,6]    0
    [N2,E,6]    0
    [N2,N,6]    0
    [N2,L,5]    5
    [N2,D,5]    5
    [N2,E,5]    5
    [N2,N,5]    5
    [N2,L,1]    5
    [N2,D,1]    5
    [N2,E,1]    5
    [N2,N,1]    5
    [N2,L,9]    5
    [N2,D,9]    5
    [N2,E,9]    8
    [N2,N,9]    5
    [N2,L,27]    0
    [N2,D,27]    0
    [N2,E,27]    0
    [N2,N,27]    0
