data;

/*Turnos*/
set S :=
    N E L
    ;

/*Turnos Noturnos*/
param isNightS :=
    N  1
    E  0
    L  0
    ;

/*Contratos*/
set C :=
    C0 C1 C2
    ;

param nWE := 
     C2   4
     C1   4
     C0   4
    ;

/*Enfermeiros*/
set N :=
    N0 N1 N2 N3 N4 N5 N6 N7 N8 N9
    ;

/*Turnos compatíveis com a enfermeira*/
set NS[N3] :=
    L E N
    ;

set NS[N2] :=
    L E N
    ;

set NS[N1] :=
    L E N
    ;

set NS[N0] :=
    L E N
    ;

set NS[N7] :=
    L E N
    ;

set NS[N6] :=
    L E N
    ;

set NS[N5] :=
    L E N
    ;

set NS[N4] :=
    L E N
    ;

set NS[N9] :=
    L E N
    ;

set NS[N8] :=
    L E N
    ;

/*Dias requisitados para não trabalhar*/
param nx :=
    [N3,L,13]    0
    [N3,E,13]    0
    [N3,N,13]    3
    [N3,L,2]    5
    [N3,E,2]    5
    [N3,N,2]    5
    [N3,L,22]    0
    [N3,E,22]    0
    [N3,N,22]    0
    [N3,L,25]    5
    [N3,E,25]    5
    [N3,N,25]    5
    [N3,L,28]    5
    [N3,E,28]    5
    [N3,N,28]    5
    [N3,L,26]    0
    [N3,E,26]    0
    [N3,N,26]    0
    [N3,L,4]    0
    [N3,E,4]    0
    [N3,N,4]    0
    [N3,L,12]    0
    [N3,E,12]    0
    [N3,N,12]    3
    [N3,L,18]    0
    [N3,E,18]    0
    [N3,N,18]    0
    [N3,L,19]    5
    [N3,E,19]    5
    [N3,N,19]    5
    [N3,L,8]    5
    [N3,E,8]    5
    [N3,N,8]    5
    [N3,L,20]    5
    [N3,E,20]    5
    [N3,N,20]    5
    [N3,L,5]    5
    [N3,E,5]    5
    [N3,N,5]    5
    [N3,L,21]    5
    [N3,E,21]    5
    [N3,N,21]    5
    [N3,L,14]    5
    [N3,E,14]    5
    [N3,N,14]    5
    [N3,L,1]    5
    [N3,E,1]    5
    [N3,N,1]    5
    [N2,L,11]    5
    [N2,E,11]    5
    [N2,N,11]    5
    [N2,L,2]    0
    [N2,E,2]    0
    [N2,N,2]    0
    [N2,L,3]    0
    [N2,E,3]    0
    [N2,N,3]    0
    [N2,L,24]    0
    [N2,E,24]    0
    [N2,N,24]    0
    [N2,L,20]    0
    [N2,E,20]    3
    [N2,N,20]    0
    [N2,L,1]    5
    [N2,E,1]    5
    [N2,N,1]    5
    [N2,L,17]    5
    [N2,E,17]    5
    [N2,N,17]    5
    [N2,L,8]    5
    [N2,E,8]    5
    [N2,N,8]    5
    [N2,L,22]    0
    [N2,E,22]    0
    [N2,N,22]    0
    [N2,L,14]    5
    [N2,E,14]    5
    [N2,N,14]    5
    [N2,L,23]    5
    [N2,E,23]    5
    [N2,N,23]    5
    [N2,L,26]    5
    [N2,E,26]    5
    [N2,N,26]    8
    [N2,L,15]    5
    [N2,E,15]    5
    [N2,N,15]    5
    [N2,L,25]    5
    [N2,E,25]    5
    [N2,N,25]    5
    [N2,L,9]    5
    [N2,E,9]    5
    [N2,N,9]    5
    [N1,L,16]    5
    [N1,E,16]    5
    [N1,N,16]    5
    [N1,L,2]    5
    [N1,E,2]    5
    [N1,N,2]    5
    [N1,L,14]    0
    [N1,E,14]    0
    [N1,N,14]    0
    [N1,L,11]    0
    [N1,E,11]    0
    [N1,N,11]    0
    [N1,L,7]    0
    [N1,E,7]    0
    [N1,N,7]    0
    [N1,L,4]    0
    [N1,E,4]    0
    [N1,N,4]    0
    [N1,L,3]    5
    [N1,E,3]    8
    [N1,N,3]    8
    [N1,L,5]    8
    [N1,E,5]    5
    [N1,N,5]    5
    [N1,L,22]    5
    [N1,E,22]    5
    [N1,N,22]    5
    [N1,L,12]    5
    [N1,E,12]    5
    [N1,N,12]    5
    [N1,L,19]    5
    [N1,E,19]    5
    [N1,N,19]    5
    [N1,L,10]    5
    [N1,E,10]    5
    [N1,N,10]    5
    [N1,L,21]    5
    [N1,E,21]    5
    [N1,N,21]    5
    [N1,L,23]    5
    [N1,E,23]    5
    [N1,N,23]    5
    [N0,L,7]    0
    [N0,E,7]    0
