data;

/*Turnos*/
set S :=
    N E D L
    ;

/*Turnos Noturnos*/
param isNightS :=
    N  1
    E  0
    D  0
    L  0
    ;

/*Contratos*/
set C :=
    C0 C1 C2
    ;

param nWE := 
     C2   4
     C1   4
     C0   4
    ;

/*Enfermeiros*/
set N :=
    N0 N1 N2 N3 N4 N5 N6 N7 N8 N9
    ;

/*Turnos compatíveis com a enfermeira*/
set NS[N3] :=
    L D E N
    ;

set NS[N2] :=
    L D E N
    ;

set NS[N1] :=
    L D E N
    ;

set NS[N0] :=
    L D E N
    ;

set NS[N7] :=
    L D E N
    ;

set NS[N6] :=
    L D E N
    ;

set NS[N5] :=
    L D E N
    ;

set NS[N4] :=
    L D E N
    ;

set NS[N9] :=
    L D E N
    ;

set NS[N8] :=
    L D E N
    ;

/*Dias requisitados para não trabalhar*/
param nx :=
    [N3,L,14]    1
    [N3,D,14]    1
    [N3,E,14]    1
    [N3,N,14]    1
    [N3,L,21]    1
    [N3,D,21]    1
    [N3,E,21]    1
    [N3,N,21]    1
    [N3,L,17]    1
    [N3,D,17]    1
    [N3,E,17]    1
    [N3,N,17]    1
    [N3,L,20]    1
    [N3,D,20]    1
    [N3,E,20]    1
    [N3,N,20]    1
    [N3,L,16]    1
    [N3,D,16]    1
    [N3,E,16]    1
    [N3,N,16]    1
    [N3,L,25]    1
    [N3,D,25]    1
    [N3,E,25]    1
    [N3,N,25]    1
    [N3,L,10]    1
    [N3,D,10]    1
    [N3,E,10]    2
    [N3,N,10]    1
    [N3,L,13]    1
    [N3,D,13]    1
    [N3,E,13]    2
    [N3,N,13]    1
    [N3,L,9]    1
    [N3,D,9]    1
    [N3,E,9]    1
    [N3,N,9]    1
    [N3,L,18]    1
    [N3,D,18]    1
    [N3,E,18]    1
    [N3,N,18]    1
    [N2,L,8]    1
    [N2,D,8]    1
    [N2,E,8]    1
    [N2,N,8]    1
    [N2,L,1]    1
    [N2,D,1]    1
    [N2,E,1]    1
    [N2,N,1]    1
    [N2,L,21]    1
    [N2,D,21]    1
    [N2,E,21]    1
    [N2,N,21]    1
    [N2,L,16]    1
    [N2,D,16]    1
    [N2,E,16]    1
    [N2,N,16]    1
    [N2,L,4]    1
    [N2,D,4]    1
    [N2,E,4]    1
    [N2,N,4]    1
    [N2,L,22]    1
    [N2,D,22]    1
    [N2,E,22]    1
    [N2,N,22]    1
    [N2,L,14]    1
    [N2,D,14]    1
    [N2,E,14]    1
    [N2,N,14]    1
    [N2,L,9]    1
    [N2,D,9]    1
    [N2,E,9]    1
    [N2,N,9]    2
    [N2,L,17]    2
    [N2,D,17]    1
    [N2,E,17]    1
    [N2,N,17]    1
    [N2,L,20]    1
    [N2,D,20]    1
    [N2,E,20]    1
    [N2,N,20]    1
    [N1,L,20]    1
    [N1,D,20]    1
    [N1,E,20]    1
    [N1,N,20]    1
    [N1,L,15]    1
    [N1,D,15]    1
    [N1,E,15]    1
    [N1,N,15]    1
    [N1,L,18]    1
    [N1,D,18]    1
    [N1,E,18]    1
    [N1,N,18]    2
    [N1,L,11]    1
    [N1,D,11]    1
    [N1,E,11]    1
    [N1,N,11]    1
    [N1,L,17]    1
    [N1,D,17]    1
    [N1,E,17]    1
    [N1,N,17]    1
    [N1,L,4]    1
    [N1,D,4]    1
    [N1,E,4]    1
    [N1,N,4]    1
    [N1,L,8]    2
    [N1,D,8]    1
    [N1,E,8]    1
    [N1,N,8]    1
    [N1,L,7]    1
    [N1,D,7]    1
    [N1,E,7]    1
    [N1,N,7]    1
    [N1,L,23]    1
    [N1,D,23]    1
    [N1,E,23]    1
    [N1,N,23]    1
    [N1,L,6]    1
    [N1,D,6]    1
    [N1,E,6]    1
    [N1,N,6]    1
    [N0,L,2]    1
    [N0,D,2]    2
    [N0,E,2]    1
    [N0,N,2]    1
    [N0,L,8]    1
    [N0,D,8]    1
    [N0,E,8]    1
    [N0,N,8]    1
    [N0,L,7]    1
    [N0,D,7]    1
    [N0,E,7]    1
    [N0,N,7]    1
    [N0,L,5]    1
    [N0,D,5]    1
    [N0,E,5]    1
    [N0,N,5]    1
    [N0,L,15]    1
    [N0,D,15]    1
    [N0,E,15]    1
    [N0,N,15]    1
    [N0,L,4]    2
    [N0,D,4]    1
    [N0,E,4]    1
    [N0,N,4]    1
